"","tsid","Agg_Level_1","Agg_Level_2","lngth","ADI","CV2","pz","Type","Min","Low25","Mean","Median","Up25","Max"
"4978",4978,"CA","FOODS_1_166",1913,1.31568088033012,0.258379438169578,0.23993727130162,"Smooth",0,1,8.43910088865656,8,13,34
"4979",4979,"CA","FOODS_1_167",1913,1.09753298909925,0.404888610462549,0.0888656560376372,"Smooth",0,1,3.29796131730267,3,5,17
"4980",4980,"CA","FOODS_1_168",1913,1.21152628245725,0.59707284084416,0.174594877156299,"Erratic",0,1,3.54155776267642,3,5,36
"4981",4981,"CA","FOODS_1_169",1416,1.52972972972973,1.70886443432873,0.346751412429379,"Lumpy",0,0,3.04661016949153,2,4,73
"4982",4982,"CA","FOODS_1_170",1730,1.21233356692362,0.112494186783194,0.17514450867052,"Smooth",0,15,21.8473988439306,24,31,67
"4983",4983,"CA","FOODS_1_171",1028,1.30622617534943,0.708313980674337,0.23443579766537,"Erratic",0,1,2.70525291828794,2,4,19
"4984",4984,"CA","FOODS_1_172",1913,1.00896624472574,0.302860440063019,0.00888656560376372,"Smooth",0,4,6.92577104025091,6,9,25
"4985",4985,"CA","FOODS_1_173",1913,1.09064994298746,0.381301759813709,0.0831155253528489,"Smooth",0,10,20.1385258755881,18,28,104
"4986",4986,"CA","FOODS_1_174",1913,1.18452012383901,0.45518211905125,0.155776267642446,"Smooth",0,1,3.39362258233142,3,5,24
"4987",4987,"CA","FOODS_1_175",1513,1.02645861601085,0.363720774669301,0.0257766027759418,"Smooth",0,3,5.00594844679445,5,7,20
"4988",4988,"CA","FOODS_1_176",1911,1.64089347079038,2.52784064666409,0.390894819466248,"Lumpy",0,0,2.12401883830455,1,3,97
"4989",4989,"CA","FOODS_1_177",1913,1.1353115727003,0.441329027254708,0.119184526921066,"Smooth",0,1,2.64976476738108,2,4,15
"4990",4990,"CA","FOODS_1_178",1913,1.07110862262038,0.406130748862813,0.0663878724516466,"Smooth",0,2,4.13329848405646,4,6,23
"4991",4991,"CA","FOODS_1_179",506,1.2713567839196,0.69601204239076,0.213438735177866,"Erratic",0,1,2.54743083003953,2,4,22
"4992",4992,"CA","FOODS_1_180",1913,1.19276356830942,2.11814276562629,0.162049137480397,"Erratic",0,1,5.41871406168322,3,7,155
"4993",4993,"CA","FOODS_1_181",1510,1.06338028169014,0.390772007953291,0.0596026490066225,"Smooth",0,4,7.69271523178808,7,11,40
"4994",4994,"CA","FOODS_1_182",1354,1.07375099127676,0.465428668766624,0.068685376661743,"Smooth",0,2,4.85228951255539,4,6,28
"4995",4995,"CA","FOODS_1_183",1913,1.00949868073879,0.25383405718523,0.00940930475692629,"Smooth",0,7,10.7469942498693,10,14,38
"4996",4996,"CA","FOODS_1_184",1589,1.00315656565657,0.504502022269172,0.00314663310258024,"Erratic",0,11,20.4612964128383,17,25,122
"4997",4997,"CA","FOODS_1_185",1913,1.10386612810156,0.435944431544238,0.0940930475692629,"Smooth",0,2,3.82645060115003,3,5,20
"4998",4998,"CA","FOODS_1_186",1507,1.26320201173512,0.398207636447657,0.20836098208361,"Smooth",0,1,2.14731254147313,2,3,12
"4999",4999,"CA","FOODS_1_187",1908,1.11578947368421,0.440259702864982,0.10377358490566,"Smooth",0,3,7.43867924528302,7,11,73
"5000",5000,"CA","FOODS_1_188",791,1.12517780938834,0.385229011866772,0.111251580278129,"Smooth",0,2,4.81795195954488,4,7,22
"5001",5001,"CA","FOODS_1_189",1515,1.71850170261067,0.783694227230448,0.418481848184818,"Lumpy",0,0,1.66072607260726,1,2,31
"5002",5002,"CA","FOODS_1_190",1162,1.0283185840708,0.526168726448658,0.0275387263339071,"Erratic",0,4,8.30292598967298,7,11,47
"5003",5003,"CA","FOODS_1_191",1730,1.59153633854646,0.531960203879429,0.371676300578035,"Lumpy",0,0,1.72601156069364,1,3,16
"5004",5004,"CA","FOODS_1_192",1913,1.37418419144307,0.39192240018504,0.279142707788813,"Intermittent",0,0,5.80345007841087,5,9,36
"5005",5005,"CA","FOODS_1_193",1429,1.67330210772834,0.599099349855728,0.402379286214136,"Lumpy",0,0,2.20993701889433,1,3,22
"5006",5006,"CA","FOODS_1_194",1913,1.03461330448891,0.401476998442621,0.0334553058024046,"Smooth",0,5,8.13277574490329,7,11,51
"5007",5007,"CA","FOODS_1_195",1913,1.51344936708861,0.36513532473056,0.339257710402509,"Intermittent",0,0,3.84056455828542,3,6,23
"5008",5008,"CA","FOODS_1_196",1913,1.08446712018141,0.42124948393001,0.0778881338212232,"Smooth",0,4,8.92054364871929,8,12,42
"5009",5009,"CA","FOODS_1_197",1913,1.215374841169,0.409998155769569,0.177208572922112,"Smooth",0,1,2.69524307370622,2,4,19
"5010",5010,"CA","FOODS_1_198",1913,1.60621326616289,0.597701161040683,0.377417668583377,"Lumpy",0,0,2.87297438578149,2,5,29
"5011",5011,"CA","FOODS_1_199",1730,1.48116438356164,0.563894916874217,0.32485549132948,"Lumpy",0,0,2.44450867052023,2,4,20
"5012",5012,"CA","FOODS_1_200",695,1.002886002886,0.31609843963761,0.00287769784172662,"Smooth",0,15,23.505035971223,21,29,98
"5013",5013,"CA","FOODS_1_201",1913,1.30580204778157,0.29693660465128,0.234187140616832,"Smooth",0,2,8.07056978567695,8,12,39
"5014",5014,"CA","FOODS_1_202",1164,1.03374777975133,0.429100238985316,0.0326460481099656,"Smooth",0,3,6.49914089347079,6,9,31
"5015",5015,"CA","FOODS_1_203",1913,1.21152628245725,0.967457131337328,0.174594877156299,"Erratic",0,1,3.24568740198641,2,4,37
"5016",5016,"CA","FOODS_1_204",1849,1.38813813813814,0.506675526423883,0.2796106003245,"Lumpy",0,0,5.796106003245,4,9,48
"5017",5017,"CA","FOODS_1_205",1514,1.28305084745763,0.630100354105833,0.220607661822985,"Erratic",0,1,3.73117569352708,3,5,26
"5018",5018,"CA","FOODS_1_206",1913,1.05457552370452,3.79881100165902,0.0517511761630946,"Erratic",0,3,7.58964976476738,5,9,279
"5019",5019,"CA","FOODS_1_207",1913,1.04193899782135,0.412258505250452,0.040250914793518,"Smooth",0,2,4.34343962362781,4,6,27
"5020",5020,"CA","FOODS_1_208",1511,1.01341381623072,0.42518822672653,0.0132362673726009,"Smooth",0,4,7.57577763070814,7,10,55
"5021",5021,"CA","FOODS_1_209",1913,1.40972733971997,0.351748531595074,0.29064296915839,"Intermittent",0,0,4.92890747516989,4,8,25
"5022",5022,"CA","FOODS_1_210",1154,1.08018867924528,0.412447336741889,0.0814558058925477,"Smooth",0,6,12.5927209705373,11,17,64
"5023",5023,"CA","FOODS_1_211",1730,1.88755458515284,0.536939213186306,0.470520231213873,"Lumpy",0,0,1.06531791907514,1,2,18
"5024",5024,"CA","FOODS_1_212",1512,1.72405929304447,0.373142325765437,0.419973544973545,"Intermittent",0,0,1.10648148148148,1,2,8
"5025",5025,"CA","FOODS_1_213",1913,1.2223642172524,0.448376250090663,0.181913225300575,"Smooth",0,1,3.11500261369577,3,5,18
"5026",5026,"CA","FOODS_1_214",1850,1.06017191977077,0.367747959346156,0.0567567567567568,"Smooth",0,2,4.37459459459459,4,6,18
"5027",5027,"CA","FOODS_1_215",1487,1.09017595307918,0.485564663121411,0.0827168796234028,"Smooth",0,4,10.5716207128447,9,15,57
"5028",5028,"CA","FOODS_1_216",1913,1.06159822419534,0.530421126779369,0.0580240460010455,"Erratic",0,2,5.13225300575013,4,7,52
"5029",5029,"CA","FOODS_1_217",1913,1.30136054421769,0.356576184864547,0.231573444851019,"Smooth",0,1,13.9273392577104,13,21,79
"5030",5030,"CA","FOODS_1_218",1913,1.00737230121116,0.316392207157901,0.00731834814427601,"Smooth",0,28,46.0376372190277,42,60,175
"5031",5031,"CA","FOODS_1_219",1913,1.31568088033012,0.22778353023955,0.23993727130162,"Smooth",0,1,10.5525352848928,11,16,42
"5032",5032,"CA","FOODS_2_001",1872,1.9005076142132,0.527361465812905,0.473824786324786,"Lumpy",0,0,1.48450854700855,1,2,16
"5033",5033,"CA","FOODS_2_002",1172,1.172,0.460332276002262,0.146757679180887,"Smooth",0,2,4.83276450511945,4,7,26
"5034",5034,"CA","FOODS_2_003",1913,1.24544270833333,0.791512825903425,0.19707266074229,"Erratic",0,1,4.79508625196027,4,7,58
"5035",5035,"CA","FOODS_2_004",980,1.3443072702332,0.353300542749273,0.256122448979592,"Intermittent",0,0,3.12755102040816,3,5,14
"5036",5036,"CA","FOODS_2_005",1913,1.46815042210284,0.425381088994066,0.318870883429169,"Intermittent",0,0,2.18086774699425,2,3,14
"5037",5037,"CA","FOODS_2_006",1476,2.56695652173913,0.269588444796201,0.610433604336043,"Intermittent",0,0,0.592140921409214,0,1,5
"5038",5038,"CA","FOODS_2_007",866,1.75659229208925,0.52854743201853,0.430715935334873,"Lumpy",0,0,1.49653579676674,1,2,17
"5039",5039,"CA","FOODS_2_008",772,1.32702237521515,0.483189382749198,0.24740932642487,"Smooth",0,1,3.07124352331606,2,5,17
"5040",5040,"CA","FOODS_2_009",1913,1.23260309278351,0.488488606910393,0.188708834291688,"Smooth",0,1,3.27130162049137,3,5,25
"5041",5041,"CA","FOODS_2_010",1913,1.49219968798752,0.500135102954221,0.329848405645583,"Lumpy",0,0,2.15734448510193,1,3,23
"5042",5042,"CA","FOODS_2_011",1913,1.64065180102916,0.542576932865559,0.390486147412441,"Lumpy",0,0,1.91583899634083,1,3,17
"5043",5043,"CA","FOODS_2_012",1913,1.47040737893928,0.581416098287201,0.319916361735494,"Lumpy",0,0,1.73235755358076,1,3,21
"5044",5044,"CA","FOODS_2_013",1913,1.00949868073879,0.198824998671067,0.00940930475692629,"Smooth",0,11,15.5953998954522,15,20,50
"5045",5045,"CA","FOODS_2_014",1913,1.08569807037457,0.34651615371098,0.0789336121275483,"Smooth",0,3,5.71981181390486,5,8,29
"5046",5046,"CA","FOODS_2_015",739,1.76794258373206,0.469659401926133,0.434370771312585,"Intermittent",0,0,1.56562922868742,1,2,11
"5047",5047,"CA","FOODS_2_016",1724,1.0135214579659,0.282202251711082,0.0133410672853828,"Smooth",0,10,16.6171693735499,16,22,57
"5048",5048,"CA","FOODS_2_017",544,1.37373737373737,0.358965959973995,0.272058823529412,"Intermittent",0,0,1.87316176470588,2,3,10
"5049",5049,"CA","FOODS_2_018",1913,1.61298482293423,0.582621700767999,0.38003136434919,"Lumpy",0,0,1.66858337689493,1,3,25
"5050",5050,"CA","FOODS_2_019",1913,1.03741865509761,0.199113492904296,0.0360690015682175,"Smooth",0,26,38.2739153162572,36,48,144
"5051",5051,"CA","FOODS_2_020",1913,1.30848153214774,0.488708845301147,0.23575535807632,"Smooth",0,1,2.69106116048092,2,4,18
"5052",5052,"CA","FOODS_2_021",1913,1.24869451697128,0.357191316274531,0.19916361735494,"Smooth",0,4,18.9503397804496,17,30,77
"5053",5053,"CA","FOODS_2_022",1913,1.45696877380046,0.398411440140574,0.313643491897543,"Intermittent",0,0,2.59801359121798,2,4,16
"5054",5054,"CA","FOODS_2_023",733,1.68275862068966,0.479984070091597,0.406548431105048,"Intermittent",0,0,1.84174624829468,1,3,15
"5055",5055,"CA","FOODS_2_024",1913,1.18086419753086,0.357576823432295,0.153162571876634,"Smooth",0,2,4.59801359121798,4,7,26
"5056",5056,"CA","FOODS_2_025",1913,1.17795566502463,0.485422484504238,0.151071615263983,"Smooth",0,1,3.08729743857815,3,4,21
"5057",5057,"CA","FOODS_2_026",1913,1.28389261744966,0.413084229788078,0.221118661787768,"Smooth",0,1,4.46628332462101,4,7,24
"5058",5058,"CA","FOODS_2_027",1414,1.47594142259414,0.63204844061282,0.323903818953324,"Lumpy",0,0,2.37411598302687,2,4,30
"5059",5059,"CA","FOODS_2_028",980,1.71029668411867,0.38073788964161,0.41530612244898,"Intermittent",0,0,1.3765306122449,1,2,9
"5060",5060,"CA","FOODS_2_029",1913,1.92068273092369,0.40299403582953,0.479351803450078,"Intermittent",0,0,8.91688447464715,1,17,64
"5061",5061,"CA","FOODS_2_030",1913,1.00525486074619,0.209877792666813,0.00522739153162572,"Smooth",0,6,8.48092002090957,8,11,23
"5062",5062,"CA","FOODS_2_031",973,2.17848970251716,0.412425779218768,0.55087358684481,"Intermittent",0,0,2.30318602261048,0,4,21
"5063",5063,"CA","FOODS_2_032",1000,2.56919060052219,0.373032201118781,0.617,"Intermittent",0,0,1.229,0,2,10
"5064",5064,"CA","FOODS_2_033",643,1.26574803149606,0.395485540590301,0.2099533437014,"Smooth",0,1,10.298600311042,10,16,47
"5065",5065,"CA","FOODS_2_034",1913,1.13598574821853,0.438280719857969,0.119707266074229,"Smooth",0,2,4.44171458442237,4,6,25
"5066",5066,"CA","FOODS_2_035",1003,1.34270414993307,0.44135601063426,0.255234297108674,"Intermittent",0,0,4.62512462612163,4,7,21
"5067",5067,"CA","FOODS_2_036",1903,1.31513476157567,0.311467616664863,0.239621650026274,"Smooth",0,1,7.20651602732528,7,11,39
"5068",5068,"CA","FOODS_2_037",1913,1.70651204281891,0.341943388578909,0.414009409304757,"Intermittent",0,0,1.14009409304757,1,2,7
"5069",5069,"CA","FOODS_2_038",1871,1.15636588380717,0.414551165903392,0.135221806520577,"Smooth",0,1,2.64510956707643,2,4,13
"5070",5070,"CA","FOODS_2_039",1359,1.61978545887962,0.361618594131859,0.382634289919058,"Intermittent",0,0,1.10596026490066,1,2,9
"5071",5071,"CA","FOODS_2_040",754,1.30335097001764,0.41273205351642,0.248010610079576,"Smooth",0,1,3.00928381962865,2,5,14
"5072",5072,"CA","FOODS_2_041",1913,1.45620715917746,0.535906871878531,0.313643491897543,"Lumpy",0,0,1.76894929430214,1,3,16
"5073",5073,"CA","FOODS_2_042",1913,1.68677905944987,0.457491536979246,0.410872974385782,"Intermittent",0,0,4.30005227391532,2,7,29
"5074",5074,"CA","FOODS_2_043",1913,1.3983918128655,0.449989290808625,0.284892838473602,"Intermittent",0,0,2.5446941975954,2,4,14
"5075",5075,"CA","FOODS_2_044",1912,1.27381745502998,0.463661102958147,0.214958158995816,"Smooth",0,1,2.44299163179916,2,4,18
"5076",5076,"CA","FOODS_2_045",1175,1.54808959156785,0.361576664062535,0.354042553191489,"Intermittent",0,0,1.69617021276596,1,3,9
"5077",5077,"CA","FOODS_2_046",649,1.78296703296703,0.386426129122211,0.439137134052388,"Intermittent",0,0,1.23574730354391,1,2,9
"5078",5078,"CA","FOODS_2_047",1913,1.07592800899888,0.332215168128326,0.0705697856769472,"Smooth",0,3,4.77208572922112,4,6,21
"5079",5079,"CA","FOODS_2_048",1183,2.33333333333333,0.447706973545777,0.571428571428571,"Intermittent",0,0,0.734573119188504,0,1,9
"5080",5080,"CA","FOODS_2_049",1913,1.40661764705882,0.450067456173583,0.289074751698902,"Intermittent",0,0,2.49869315211709,2,4,17
"5081",5081,"CA","FOODS_2_050",597,1.04370629370629,0.407831466792935,0.0418760469011725,"Smooth",0,3,6.60804020100502,6,9,23
"5082",5082,"CA","FOODS_2_051",1913,1.20465994962217,0.415904151331984,0.169890224777836,"Smooth",0,1,4.12859383167799,4,6,25
"5083",5083,"CA","FOODS_2_052",1913,1.57578253706755,0.306740809886235,0.365394668060638,"Intermittent",0,0,5.41296393099843,5,10,26
"5084",5084,"CA","FOODS_2_053",1913,1.38322487346349,0.362409857136995,0.277051751176163,"Intermittent",0,0,1.50287506534239,1,2,10
"5085",5085,"CA","FOODS_2_054",1913,1.06573816155989,0.404781249017849,0.0616832200731835,"Smooth",0,5,9.67903815995818,9,13,51
"5086",5086,"CA","FOODS_2_055",1913,1.24787997390737,0.494898135064335,0.198640878201777,"Smooth",0,1,3.18557239937271,3,5,20
"5087",5087,"CA","FOODS_2_056",1913,1.38723712835388,0.27968712397463,0.279142707788813,"Intermittent",0,0,8.0376372190277,8,13,43
"5088",5088,"CA","FOODS_2_057",712,1.45901639344262,0.422092754820602,0.314606741573034,"Intermittent",0,0,1.46067415730337,1,2,9
"5089",5089,"CA","FOODS_2_058",1912,1.3986832479883,0.408150983189482,0.285041841004184,"Intermittent",0,0,1.61401673640167,1,2,11
"5090",5090,"CA","FOODS_2_059",1913,1.16646341463415,0.480257851728613,0.142707788813382,"Smooth",0,1,4.24830109775222,4,6,23
"5091",5091,"CA","FOODS_2_060",1913,1.22943444730077,0.344278701002997,0.186617877679038,"Smooth",0,1,4.31521170935703,4,6,19
"5092",5092,"CA","FOODS_2_061",1913,1.02573726541555,0.348185667277571,0.0250914793518035,"Smooth",0,4,8.03659174072138,7,11,30
"5093",5093,"CA","FOODS_2_062",1913,1.12994683992912,0.444623653029596,0.115002613695766,"Smooth",0,1,3.15420805018296,3,4,18
"5094",5094,"CA","FOODS_2_063",1913,1.27109634551495,0.250742279154754,0.213277574490329,"Smooth",0,2,7.08311552535285,7,11,32
"5095",5095,"CA","FOODS_2_064",1913,1.43435858964741,0.45062424300861,0.303188708834292,"Intermittent",0,0,1.81547307893361,1,3,13
"5096",5096,"CA","FOODS_2_065",1913,1.22314578005115,0.483574074941784,0.182435964453738,"Smooth",0,1,4.20125457396759,3,6,26
"5097",5097,"CA","FOODS_2_066",1913,1.50078492935636,0.364654444904136,0.334030318870883,"Intermittent",0,0,1.2430737062206,1,2,9
"5098",5098,"CA","FOODS_2_067",1913,1.82504780114723,0.471963994043059,0.45321484579195,"Intermittent",0,0,3.33455305802405,1,6,29
"5099",5099,"CA","FOODS_2_068",1913,2.87669172932331,0.30471508595301,0.65237846314689,"Intermittent",0,0,0.500784108729744,0,1,7
"5100",5100,"CA","FOODS_2_069",1475,1.33726201269266,0.37398108154239,0.252203389830508,"Intermittent",0,0,1.61627118644068,1,2,9
"5101",5101,"CA","FOODS_2_070",1319,1.6043956043956,0.507318639819538,0.379075056861259,"Lumpy",0,0,2.72175890826384,2,4,21
"5102",5102,"CA","FOODS_2_071",408,1.75862068965517,0.48334636764453,0.431372549019608,"Intermittent",0,0,1.11274509803922,1,2,9
"5103",5103,"CA","FOODS_2_072",1913,1.41180811808118,0.53523150519795,0.291688447464715,"Lumpy",0,0,2.75431259801359,2,4,23
"5104",5104,"CA","FOODS_2_073",681,1.92634560906516,0.266313294714099,0.481644640234949,"Intermittent",0,0,0.787077826725404,1,1,5
"5105",5105,"CA","FOODS_2_074",1363,1.04284621270084,0.32494238897835,0.0410858400586941,"Smooth",0,6,10.1672780630961,9,14,47
"5106",5106,"CA","FOODS_2_075",1714,1.1596752368065,0.350377599962054,0.137689614935823,"Smooth",0,3,7.57176196032672,7,11,33
"5107",5107,"CA","FOODS_2_076",1913,1.864522417154,0.343797966983337,0.463669628855201,"Intermittent",0,0,1.08363826450601,1,2,7
"5108",5108,"CA","FOODS_2_077",1509,2.57948717948718,0.39935301483702,0.612326043737575,"Intermittent",0,0,0.944333996023857,0,1,9
"5109",5109,"CA","FOODS_2_078",1141,1.06935332708529,0.407583994056657,0.0648553900087642,"Smooth",0,2,4.55565293602103,4,6,20
"5110",5110,"CA","FOODS_2_079",1913,1.08816837315131,0.354344336706518,0.0810245687401986,"Smooth",0,2,3.82801881860951,3,5,15
"5111",5111,"CA","FOODS_2_080",1913,1.80889309366131,0.530297795235926,0.447464715107162,"Lumpy",0,0,3.81338212232096,1,6,28
"5112",5112,"CA","FOODS_2_081",1913,1.0850822461713,0.40851470367855,0.0784108729743858,"Smooth",0,2,5.19707266074229,5,7,22
"5113",5113,"CA","FOODS_2_082",1913,1.08018068887634,0.285783902426849,0.0742289597490852,"Smooth",0,4,6.44746471510716,6,9,22
"5114",5114,"CA","FOODS_2_083",1901,1.20392653578214,0.397361708316026,0.16938453445555,"Smooth",0,1,2.73750657548659,2,4,13
"5115",5115,"CA","FOODS_2_084",458,1.11435523114355,0.330870474891543,0.102620087336245,"Smooth",0,2,3.58078602620087,3,5,12
"5116",5116,"CA","FOODS_2_085",1860,1.35568513119534,0.582992728754932,0.262365591397849,"Lumpy",0,0,2.79354838709677,2,4,38
"5117",5117,"CA","FOODS_2_086",1913,1.24787997390737,0.313793842596217,0.198640878201777,"Smooth",0,2,5.00156821745949,5,8,26
"5118",5118,"CA","FOODS_2_087",1912,2.37810945273632,0.416998313823315,0.579497907949791,"Intermittent",0,0,0.712866108786611,0,1,11
"5119",5119,"CA","FOODS_2_088",1913,1.55781758957655,0.404821852138401,0.358076319916362,"Intermittent",0,0,1.30371144798745,1,2,9
"5120",5120,"CA","FOODS_2_089",718,1.21079258010118,0.351832961506219,0.174094707520891,"Smooth",0,1,2.39693593314763,2,4,10
"5121",5121,"CA","FOODS_2_090",813,2.07928388746803,0.360923076923077,0.519065190651906,"Intermittent",0,0,0.848708487084871,0,1,6
"5122",5122,"CA","FOODS_2_091",738,1.39245283018868,0.413417052875735,0.281842818428184,"Intermittent",0,0,2.31978319783198,2,4,14
"5123",5123,"CA","FOODS_2_092",1902,1.43438914027149,0.407874119964376,0.302839116719243,"Intermittent",0,0,2.92376445846477,2,5,17
"5124",5124,"CA","FOODS_2_093",1913,1.18967661691542,0.416438549551821,0.159435441714584,"Smooth",0,1,3.96184004181913,3,6,25
"5125",5125,"CA","FOODS_2_094",733,1.466,0.564321131915335,0.317871759890859,"Lumpy",0,0,2.00682128240109,1,3,15
"5126",5126,"CA","FOODS_2_095",807,1.21719457013575,0.426636266936186,0.178438661710037,"Smooth",0,1,2.61957868649318,2,4,13
"5127",5127,"CA","FOODS_2_096",855,3.06474820143885,0.28434050319314,0.674853801169591,"Intermittent",0,0,0.426900584795322,0,1,8
"5128",5128,"CA","FOODS_2_097",505,1.55384615384615,0.444014048648425,0.356435643564356,"Intermittent",0,0,1.67128712871287,1,3,11
"5129",5129,"CA","FOODS_2_099",1504,1.04662491301322,0.362330161782634,0.0445478723404255,"Smooth",0,2,4.6343085106383,4,6,19
"5130",5130,"CA","FOODS_2_100",1913,1.30047586675731,0.464051894788201,0.231050705697857,"Smooth",0,1,2.48405645582854,2,4,16
"5131",5131,"CA","FOODS_2_101",1913,1.10195852534562,0.374621685076582,0.0925248301097752,"Smooth",0,3,5.62310507056979,5,8,27
"5132",5132,"CA","FOODS_2_102",561,1.08720930232558,0.323922514396964,0.0802139037433155,"Smooth",0,2,3.18003565062389,3,4,13
"5133",5133,"CA","FOODS_2_103",1913,1.39054545454545,0.452337793797791,0.281233664401464,"Intermittent",0,0,2.22530057501307,2,3,17
"5134",5134,"CA","FOODS_2_104",1913,1.32113259668508,0.408746185521865,0.243073706220596,"Smooth",0,1,3.18504966021955,3,5,17
"5135",5135,"CA","FOODS_2_105",1067,1.22784810126582,0.453219481872903,0.185567010309278,"Smooth",0,1,2.3552014995314,2,3,13
"5136",5136,"CA","FOODS_2_106",1440,1.10260336906585,0.349798664824438,0.0930555555555556,"Smooth",0,2,3.06041666666667,3,4,13
"5137",5137,"CA","FOODS_2_107",1913,1.26940942269409,0.472760019541975,0.212232096184004,"Smooth",0,1,3.52326189231573,3,5,22
"5138",5138,"CA","FOODS_2_108",1131,1.1044921875,0.388659323277288,0.094606542882405,"Smooth",0,1,3.25375773651636,3,5,14
"5139",5139,"CA","FOODS_2_109",1719,1.04881025015253,0.340596695157503,0.0465386852821408,"Smooth",0,3,5.13845258871437,5,7,23
"5140",5140,"CA","FOODS_2_110",802,1.29773462783172,0.412765517522264,0.229426433915212,"Smooth",0,1,4.15461346633416,3.5,7,28
"5141",5141,"CA","FOODS_2_111",1572,1.86563614744352,0.340807992003698,0.46501272264631,"Intermittent",0,0,0.944020356234097,1,1,6
"5142",5142,"CA","FOODS_2_112",1099,1.04170616113744,0.296759833624833,0.0400363967242948,"Smooth",0,4,7.52411282984531,7,10,28
"5143",5143,"CA","FOODS_2_113",1523,1.55091649694501,0.504212864941608,0.355219960604071,"Lumpy",0,0,1.66513460275771,1,2.5,13
"5144",5144,"CA","FOODS_2_114",681,1.63309352517986,0.534006897886362,0.387665198237885,"Lumpy",0,0,1.60205580029369,1,3,17
"5145",5145,"CA","FOODS_2_115",968,1.14420803782506,0.332573681263942,0.12603305785124,"Smooth",0,3,6.11260330578512,6,9,24
"5146",5146,"CA","FOODS_2_116",1913,1.12794811320755,0.385850531352665,0.113434396236278,"Smooth",0,3,7.18870883429169,7,10,33
"5147",5147,"CA","FOODS_2_117",1190,13.2222222222222,0.479088738018726,0.92436974789916,"Intermittent",0,0,0.236134453781513,0,0,14
"5148",5148,"CA","FOODS_2_118",1911,1.64599483204134,0.452678733293052,0.392464678178964,"Intermittent",0,0,1.6268969126112,1,3,12
"5149",5149,"CA","FOODS_2_119",1913,1.23818770226537,0.260109459478894,0.192368008363826,"Smooth",0,3,6.57762676424464,6,10,26
"5150",5150,"CA","FOODS_2_120",1071,1.0688622754491,0.350945305084242,0.0644257703081232,"Smooth",0,2,3.84873949579832,4,5,12
"5151",5151,"CA","FOODS_2_121",1172,1.28227571115974,0.593458503730852,0.220136518771331,"Erratic",0,1,2.91894197952218,2,4,28
"5152",5152,"CA","FOODS_2_122",1477,1.41746641074856,0.361102672225365,0.294515910629655,"Intermittent",0,0,1.38388625592417,1,2,8
"5153",5153,"CA","FOODS_2_123",1431,3.3125,0.346536151504588,0.69811320754717,"Intermittent",0,0,0.989517819706499,0,1,10
"5154",5154,"CA","FOODS_2_124",1913,1.41285081240768,0.529780760554146,0.292211186617878,"Lumpy",0,0,2.31207527443806,2,3,16
"5155",5155,"CA","FOODS_2_125",1102,1.18113612004287,0.433924712615714,0.153357531760436,"Smooth",0,1,3.01361161524501,2,4,13
"5156",5156,"CA","FOODS_2_126",1913,1.4670245398773,0.40395308896683,0.318348144276006,"Intermittent",0,0,2.43648719289075,2,4,15
"5157",5157,"CA","FOODS_2_127",1864,1.82924435721295,0.307849867477002,0.453326180257511,"Intermittent",0,0,0.879291845493562,1,1,7
"5158",5158,"CA","FOODS_2_128",1913,1.24625407166124,0.31254982218742,0.197595399895452,"Smooth",0,4,22.739675901725,23,35,92
"5159",5159,"CA","FOODS_2_129",1477,3.01020408163265,0.217222409042551,0.66824644549763,"Intermittent",0,0,0.428571428571429,0,1,6
"5160",5160,"CA","FOODS_2_130",734,1.08100147275405,0.413283437420082,0.0749318801089918,"Smooth",0,2,3.91144414168937,3,5,16
"5161",5161,"CA","FOODS_2_131",1458,1.05882352941176,0.280877330001356,0.0555555555555556,"Smooth",0,8,12.2098765432099,12,16,60
"5162",5162,"CA","FOODS_2_132",1480,1.39622641509434,0.484075184505497,0.283783783783784,"Intermittent",0,0,2.17364864864865,2,3,16
"5163",5163,"CA","FOODS_2_133",1913,1.60756302521008,0.513197010154474,0.377940407736539,"Lumpy",0,0,1.7318348144276,1,3,13
"5164",5164,"CA","FOODS_2_134",1913,1.14277180406213,0.362341020269858,0.124934657605855,"Smooth",0,2,3.72033455305802,3,5,16
"5165",5165,"CA","FOODS_2_135",1913,1.36936292054402,0.494575226300008,0.269733403031887,"Intermittent",0,0,3.25666492420282,2,5,18
"5166",5166,"CA","FOODS_2_136",1463,2.22340425531915,0.512658930069905,0.550239234449761,"Lumpy",0,0,0.912508544087491,0,1,11
"5167",5167,"CA","FOODS_2_137",1913,1.38623188405797,0.566233674203337,0.278619968635651,"Lumpy",0,0,2.09932043910089,2,3,25
"5168",5168,"CA","FOODS_2_138",1913,1.11545189504373,0.434120168330524,0.103502352326189,"Smooth",0,2,4.70465237846315,4,7,29
"5169",5169,"CA","FOODS_2_139",1913,1.10641989589358,0.27512122752415,0.0961840041819132,"Smooth",0,4,7.41557762676424,7,10,28
"5170",5170,"CA","FOODS_2_140",1508,3.33628318584071,0.4736541372239,0.70026525198939,"Intermittent",0,0,1.17506631299735,0,1,15
"5171",5171,"CA","FOODS_2_141",1913,1.28908355795148,0.416005182021815,0.224255096706743,"Smooth",0,1,2.77626764244642,2,4,15
"5172",5172,"CA","FOODS_2_142",1446,1.11660231660232,0.372151065465823,0.104426002766252,"Smooth",0,2,3.83748271092669,3,5,16
